stakeholder_ids,goal_ids,use_case_ids,requirement_id,architecture_element_ids,interface_schema_or_state_ids,adr_ids,task_id,test_id,evidence_artifact
STAKE-004,GOAL-003,UC-004;UC-005,STATE-010,ARC-JOURNAL;ARC-RECOVERY,ARC-JOURNAL;ARC-RECOVERY,,TASK-0203,VT-STATE-010,validation/evidence/VT-STATE-010.json
STAKE-004,GOAL-003,UC-004;UC-005,STATE-011,ARC-JOURNAL;ARC-RECOVERY,ARC-JOURNAL;ARC-RECOVERY,,TASK-0203,VT-STATE-011,validation/evidence/VT-STATE-011.json
STAKE-004,GOAL-003,UC-004;UC-005,STATE-011,ARC-JOURNAL;ARC-RECOVERY,ARC-JOURNAL;ARC-RECOVERY,,TASK-0206,VT-STATE-011,validation/evidence/VT-STATE-011.json
STAKE-004,GOAL-003,UC-004;UC-005,STATE-012,ARC-JOURNAL;ARC-RECOVERY,ARC-JOURNAL;ARC-RECOVERY,,TASK-0203,VT-STATE-012,validation/evidence/VT-STATE-012.json
STAKE-004,GOAL-003,UC-004;UC-005,STATE-012,ARC-JOURNAL;ARC-RECOVERY,ARC-JOURNAL;ARC-RECOVERY,,TASK-0508,VT-STATE-012,validation/evidence/VT-STATE-012.json
STAKE-004,GOAL-003,UC-004;UC-005,STATE-013,ARC-JOURNAL;ARC-RECOVERY,ARC-JOURNAL;ARC-RECOVERY,,TASK-0203,VT-STATE-013,validation/evidence/VT-STATE-013.json
STAKE-004,GOAL-003,UC-004;UC-005,STATE-013,ARC-JOURNAL;ARC-RECOVERY,ARC-JOURNAL;ARC-RECOVERY,,TASK-0806,VT-STATE-013,validation/evidence/VT-STATE-013.json
STAKE-004,GOAL-003,UC-004;UC-005,STATE-014,ARC-JOURNAL;ARC-RECOVERY,ARC-JOURNAL;ARC-RECOVERY,,TASK-0003,VT-STATE-014,validation/evidence/VT-STATE-014.json
STAKE-004,GOAL-003,UC-004;UC-005,STATE-014,ARC-JOURNAL;ARC-RECOVERY,ARC-JOURNAL;ARC-RECOVERY,,TASK-0203,VT-STATE-014,validation/evidence/VT-STATE-014.json
STAKE-001;STAKE-004,GOAL-001;GOAL-003,UC-003;UC-004;UC-006,SCHED-001,ARC-CLOCK,IF-PLAN,ADR-005;ADR-021,TASK-0301,VT-SCHED-001,validation/evidence/VT-SCHED-001.json
STAKE-001;STAKE-004,GOAL-001;GOAL-003,UC-003;UC-004;UC-006,SCHED-002,ARC-CLOCK,ARC-CLOCK,ADR-021,TASK-0301,VT-SCHED-002,validation/evidence/VT-SCHED-002.json
STAKE-001;STAKE-004,GOAL-001;GOAL-003,UC-003;UC-004;UC-006,SCHED-003,ARC-CLOCK,IF-PLAN,ADR-021,TASK-0104,VT-SCHED-003,validation/evidence/VT-SCHED-003.json
STAKE-001;STAKE-004,GOAL-001;GOAL-003,UC-003;UC-004;UC-006,SCHED-003,ARC-CLOCK,IF-PLAN,ADR-021,TASK-0301,VT-SCHED-003,validation/evidence/VT-SCHED-003.json
STAKE-001;STAKE-004,GOAL-001;GOAL-003,UC-003;UC-004;UC-006,SCHED-004,ARC-CLOCK;ARC-SCHED,IF-SCHED,ADR-005,TASK-0301,VT-SCHED-004,validation/evidence/VT-SCHED-004.json
STAKE-001;STAKE-004,GOAL-001;GOAL-003,UC-003;UC-004;UC-006,SCHED-005,ARC-CLOCK;ARC-SCHED,ARC-CLOCK;ARC-SCHED,ADR-005,TASK-0104,VT-SCHED-005,validation/evidence/VT-SCHED-005.json
STAKE-001;STAKE-004,GOAL-001;GOAL-003,UC-003;UC-004;UC-006,SCHED-005,ARC-CLOCK;ARC-SCHED,ARC-CLOCK;ARC-SCHED,ADR-005,TASK-0301,VT-SCHED-005,validation/evidence/VT-SCHED-005.json
STAKE-001;STAKE-004,GOAL-001;GOAL-003,UC-003;UC-004;UC-006,SCHED-006,ARC-CLOCK;ARC-SCHED,ARC-CLOCK;ARC-SCHED,ADR-006,TASK-0104,VT-SCHED-006,validation/evidence/VT-SCHED-006.json
STAKE-001;STAKE-004,GOAL-001;GOAL-003,UC-003;UC-004;UC-006,SCHED-006,ARC-CLOCK;ARC-SCHED,ARC-CLOCK;ARC-SCHED,ADR-006,TASK-0301,VT-SCHED-006,validation/evidence/VT-SCHED-006.json
STAKE-001;STAKE-004,GOAL-001;GOAL-003,UC-003;UC-004;UC-006,SCHED-007,ARC-CLOCK;ARC-SCHED,IF-SCHED,ADR-006;ADR-023,TASK-0301,VT-SCHED-007,validation/evidence/VT-SCHED-007.json
STAKE-001;STAKE-004,GOAL-001;GOAL-003,UC-003;UC-004;UC-006,SCHED-007,ARC-CLOCK;ARC-SCHED,IF-SCHED,ADR-006;ADR-023,TASK-0308,VT-SCHED-007,validation/evidence/VT-SCHED-007.json
STAKE-001;STAKE-004,GOAL-001;GOAL-003,UC-003;UC-004;UC-006,SCHED-008,ARC-PRNG,ARC-PRNG,ADR-006;ADR-023,TASK-0103,VT-SCHED-008,validation/evidence/VT-SCHED-008.json
STAKE-001;STAKE-004,GOAL-001;GOAL-003,UC-003;UC-004;UC-006,SCHED-009,ARC-PRNG,ARC-PRNG,ADR-006;ADR-023,TASK-0103,VT-SCHED-009,validation/evidence/VT-SCHED-009.json
STAKE-001;STAKE-004,GOAL-001;GOAL-003,UC-003;UC-004;UC-006,SCHED-010,ARC-PRNG,ARC-PRNG,ADR-023,TASK-0103,VT-SCHED-010,validation/evidence/VT-SCHED-010.json
STAKE-001;STAKE-004,GOAL-001;GOAL-003,UC-003;UC-004;UC-006,SCHED-011,ARC-MANIFEST,ARC-MANIFEST,,TASK-0109,VT-SCHED-011,validation/evidence/VT-SCHED-011.json
STAKE-001;STAKE-004,GOAL-001;GOAL-003,UC-003;UC-004;UC-006,SCHED-012,ARC-PRNG,ARC-PRNG,ADR-003,TASK-0103,VT-SCHED-012,validation/evidence/VT-SCHED-012.json
STAKE-001;STAKE-004,GOAL-001;GOAL-003,UC-003;UC-004;UC-006,SCHED-013,ARC-CLOCK;ARC-SCHED,ARC-CLOCK;ARC-SCHED,,TASK-0103,VT-SCHED-013,validation/evidence/VT-SCHED-013.json
STAKE-001;STAKE-004,GOAL-001;GOAL-003,UC-003;UC-004;UC-006,SCHED-013,ARC-CLOCK;ARC-SCHED,ARC-CLOCK;ARC-SCHED,,TASK-0304,VT-SCHED-013,validation/evidence/VT-SCHED-013.json
STAKE-001;STAKE-004,GOAL-001;GOAL-003,UC-003;UC-004;UC-006,SCHED-014,ARC-CLOCK;ARC-SCHED,ARC-CLOCK;ARC-SCHED,,TASK-0302,VT-SCHED-014,validation/evidence/VT-SCHED-014.json
STAKE-001;STAKE-004,GOAL-001;GOAL-003,UC-003;UC-004;UC-006,SCHED-015,ARC-CLOCK;ARC-SCHED,ARC-CLOCK;ARC-SCHED,,TASK-0303,VT-SCHED-015,validation/evidence/VT-SCHED-015.json
STAKE-001;STAKE-004,GOAL-001;GOAL-003,UC-003;UC-004;UC-006,SCHED-016,ARC-CLOCK;ARC-SCHED,ARC-CLOCK;ARC-SCHED,,TASK-0304,VT-SCHED-016,validation/evidence/VT-SCHED-016.json
STAKE-001;STAKE-004,GOAL-001;GOAL-003,UC-003;UC-004;UC-006,SCHED-016,ARC-CLOCK;ARC-SCHED,ARC-CLOCK;ARC-SCHED,,TASK-0308,VT-SCHED-016,validation/evidence/VT-SCHED-016.json
STAKE-001;STAKE-004,GOAL-001;GOAL-003,UC-003;UC-004;UC-006,SCHED-017,ARC-MANIFEST;ARC-SCHED,ARC-MANIFEST;ARC-SCHED,,TASK-0109,VT-SCHED-017,validation/evidence/VT-SCHED-017.json
STAKE-001;STAKE-004,GOAL-001;GOAL-003,UC-003;UC-004;UC-006,SCHED-017,ARC-MANIFEST;ARC-SCHED,ARC-MANIFEST;ARC-SCHED,,TASK-0304,VT-SCHED-017,validation/evidence/VT-SCHED-017.json
STAKE-001;STAKE-004,GOAL-001;GOAL-003,UC-003;UC-004;UC-006,SCHED-018,ARC-CLOCK;ARC-SCHED,ARC-CLOCK;ARC-SCHED,,TASK-0302,VT-SCHED-018,validation/evidence/VT-SCHED-018.json
STAKE-001;STAKE-004,GOAL-001;GOAL-003,UC-003;UC-004;UC-006,SCHED-018,ARC-CLOCK;ARC-SCHED,ARC-CLOCK;ARC-SCHED,,TASK-0207,VT-SCHED-018,validation/evidence/VT-SCHED-018.json
STAKE-001;STAKE-004,GOAL-001;GOAL-003,UC-003;UC-004;UC-006,SCHED-019,ARC-CLOCK;ARC-SCHED,ARC-CLOCK;ARC-SCHED,,TASK-0301,VT-SCHED-019,validation/evidence/VT-SCHED-019.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-004,HTTP-001,ARC-TARGET;ARC-HTTP,ARC-TARGET;ARC-HTTP,,TASK-0104,VT-HTTP-001,validation/evidence/VT-HTTP-001.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-004,HTTP-001,ARC-TARGET;ARC-HTTP,ARC-TARGET;ARC-HTTP,,TASK-0308,VT-HTTP-001,validation/evidence/VT-HTTP-001.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-004,HTTP-002,ARC-TARGET,ARC-TARGET,,TASK-0305,VT-HTTP-002,validation/evidence/VT-HTTP-002.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-004,HTTP-003,ARC-TARGET;ARC-HTTP,IF-HTTP,ADR-014,TASK-0308,VT-HTTP-003,validation/evidence/VT-HTTP-003.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-004,HTTP-004,ARC-TARGET;ARC-HTTP,ARC-TARGET;ARC-HTTP,ADR-014,TASK-0308,VT-HTTP-004,validation/evidence/VT-HTTP-004.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-004,HTTP-005,ARC-TARGET;ARC-HTTP,ARC-TARGET;ARC-HTTP,,TASK-0308,VT-HTTP-005,validation/evidence/VT-HTTP-005.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-004,HTTP-006,ARC-TARGET;ARC-HTTP,IF-HTTP,,TASK-0104,VT-HTTP-006,validation/evidence/VT-HTTP-006.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-004,HTTP-006,ARC-TARGET;ARC-HTTP,IF-HTTP,,TASK-0308,VT-HTTP-006,validation/evidence/VT-HTTP-006.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-004,HTTP-007,ARC-TARGET;ARC-HTTP,ARC-TARGET;ARC-HTTP,,TASK-0308,VT-HTTP-007,validation/evidence/VT-HTTP-007.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-004,HTTP-008,ARC-TARGET;ARC-HTTP,ARC-TARGET;ARC-HTTP,,TASK-0308,VT-HTTP-008,validation/evidence/VT-HTTP-008.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-004,HTTP-009,ARC-TARGET;ARC-HTTP,ARC-TARGET;ARC-HTTP,,TASK-0308,VT-HTTP-009,validation/evidence/VT-HTTP-009.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-004,HTTP-010,ARC-TARGET;ARC-HTTP,ARC-TARGET;ARC-HTTP,,TASK-0308,VT-HTTP-010,validation/evidence/VT-HTTP-010.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-004,HTTP-011,ARC-TARGET;ARC-HTTP,ARC-TARGET;ARC-HTTP,,TASK-0308,VT-HTTP-011,validation/evidence/VT-HTTP-011.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-004,HTTP-012,ARC-TARGET;ARC-HTTP,ARC-TARGET;ARC-HTTP,,TASK-0308,VT-HTTP-012,validation/evidence/VT-HTTP-012.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-004,HTTP-013,ARC-TARGET;ARC-HTTP,ARC-TARGET;ARC-HTTP,,TASK-0104,VT-HTTP-013,validation/evidence/VT-HTTP-013.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-004,HTTP-013,ARC-TARGET;ARC-HTTP,ARC-TARGET;ARC-HTTP,,TASK-0308,VT-HTTP-013,validation/evidence/VT-HTTP-013.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-004,HTTP-014,ARC-TARGET;ARC-HTTP,ARC-TARGET;ARC-HTTP,,TASK-0308,VT-HTTP-014,validation/evidence/VT-HTTP-014.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-004,HTTP-015,ARC-TARGET;ARC-HTTP,ARC-TARGET;ARC-HTTP,,TASK-0308,VT-HTTP-015,validation/evidence/VT-HTTP-015.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-004,HTTP-016,ARC-TARGET;ARC-HTTP,ARC-TARGET;ARC-HTTP,,TASK-0107,VT-HTTP-016,validation/evidence/VT-HTTP-016.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-004,HTTP-016,ARC-TARGET;ARC-HTTP,ARC-TARGET;ARC-HTTP,,TASK-0308,VT-HTTP-016,validation/evidence/VT-HTTP-016.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-004,HTTP-017,ARC-TARGET;ARC-HTTP,ARC-TARGET;ARC-HTTP,,TASK-0104,VT-HTTP-017,validation/evidence/VT-HTTP-017.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-004,HTTP-018,ARC-TARGET;ARC-HTTP,ARC-TARGET;ARC-HTTP,,TASK-0308,VT-HTTP-018,validation/evidence/VT-HTTP-018.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-004,HTTP-019,ARC-TARGET;ARC-HTTP,ARC-TARGET;ARC-HTTP,,TASK-0308,VT-HTTP-019,validation/evidence/VT-HTTP-019.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-004,HTTP-020,ARC-TARGET;ARC-HTTP,ARC-TARGET;ARC-HTTP,,TASK-0308,VT-HTTP-020,validation/evidence/VT-HTTP-020.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-004,HTTP-020,ARC-TARGET;ARC-HTTP,ARC-TARGET;ARC-HTTP,,TASK-0309,VT-HTTP-020,validation/evidence/VT-HTTP-020.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-004,HTTP-021,ARC-TARGET;ARC-HTTP,ARC-TARGET;ARC-HTTP,,TASK-0309,VT-HTTP-021,validation/evidence/VT-HTTP-021.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-004,HTTP-021,ARC-TARGET;ARC-HTTP,ARC-TARGET;ARC-HTTP,,TASK-0806,VT-HTTP-021,validation/evidence/VT-HTTP-021.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-004,HTTP-022,ARC-TARGET;ARC-HTTP,ARC-TARGET;ARC-HTTP,,TASK-0306,VT-HTTP-022,validation/evidence/VT-HTTP-022.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-004,HTTP-022,ARC-TARGET;ARC-HTTP,ARC-TARGET;ARC-HTTP,,TASK-0308,VT-HTTP-022,validation/evidence/VT-HTTP-022.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-004,HTTP-023,ARC-TARGET,ARC-TARGET,,TASK-0306,VT-HTTP-023,validation/evidence/VT-HTTP-023.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-004,HTTP-024,ARC-TARGET,ARC-TARGET,,TASK-0307,VT-HTTP-024,validation/evidence/VT-HTTP-024.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-004,HTTP-025,ARC-TARGET;ARC-HTTP,ARC-TARGET;ARC-HTTP,,TASK-0308,VT-HTTP-025,validation/evidence/VT-HTTP-025.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-004,HTTP-026,ARC-TARGET;ARC-HTTP,ARC-TARGET;ARC-HTTP,,TASK-0308,VT-HTTP-026,validation/evidence/VT-HTTP-026.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-004,HTTP-026,ARC-TARGET;ARC-HTTP,ARC-TARGET;ARC-HTTP,,TASK-0310,VT-HTTP-026,validation/evidence/VT-HTTP-026.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-009,SIG-001,ARC-SIGN,IF-SIGNER,ADR-011;ADR-024,TASK-0401,VT-SIG-001,validation/evidence/VT-SIG-001.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-009,SIG-002,ARC-SIGN,IF-SIGNER,,TASK-0401,VT-SIG-002,validation/evidence/VT-SIG-002.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-009,SIG-003,ARC-SIGN,ARC-SIGN,,TASK-0401,VT-SIG-003,validation/evidence/VT-SIG-003.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-009,SIG-003,ARC-SIGN,ARC-SIGN,,TASK-0108,VT-SIG-003,validation/evidence/VT-SIG-003.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-009,SIG-004,ARC-REF,ARC-REF,,TASK-0701,VT-SIG-004,validation/evidence/VT-SIG-004.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-009,SIG-005,ARC-SIGN,ARC-SIGN,,TASK-0401,VT-SIG-005,validation/evidence/VT-SIG-005.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-009,SIG-005,ARC-SIGN,ARC-SIGN,,TASK-0109,VT-SIG-005,validation/evidence/VT-SIG-005.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-009,SIG-006,ARC-REF,ARC-REF,ADR-024,TASK-0701,VT-SIG-006,validation/evidence/VT-SIG-006.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-009,SIG-006,ARC-REF,ARC-REF,ADR-024,TASK-0705,VT-SIG-006,validation/evidence/VT-SIG-006.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-009,SIG-007,ARC-SIGN,ARC-SIGN,,TASK-0406,VT-SIG-007,validation/evidence/VT-SIG-007.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-009,SIG-008,ARC-SIGN,ARC-SIGN,ADR-011,TASK-0406,VT-SIG-008,validation/evidence/VT-SIG-008.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-009,SIG-009,ARC-SIGN,IF-SIGNER,ADR-011;ADR-024,TASK-0404,VT-SIG-009,validation/evidence/VT-SIG-009.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-009,SIG-009,ARC-SIGN,IF-SIGNER,ADR-011;ADR-024,TASK-0406,VT-SIG-009,validation/evidence/VT-SIG-009.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-009,SIG-010,ARC-MUT;ARC-SIGN,ARC-MUT;ARC-SIGN,ADR-011,TASK-0404,VT-SIG-010,validation/evidence/VT-SIG-010.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-009,SIG-010,ARC-MUT;ARC-SIGN,ARC-MUT;ARC-SIGN,ADR-011,TASK-0406,VT-SIG-010,validation/evidence/VT-SIG-010.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-009,SIG-011,ARC-SECRET;ARC-SIGN,ARC-SECRET;ARC-SIGN,,TASK-0106,VT-SIG-011,validation/evidence/VT-SIG-011.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-009,SIG-011,ARC-SECRET;ARC-SIGN,ARC-SECRET;ARC-SIGN,,TASK-0401,VT-SIG-011,validation/evidence/VT-SIG-011.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-009,SIG-012,ARC-SIGN,ARC-SIGN,,TASK-0106,VT-SIG-012,validation/evidence/VT-SIG-012.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-009,SIG-012,ARC-SIGN,ARC-SIGN,,TASK-0601,VT-SIG-012,validation/evidence/VT-SIG-012.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-009,SIG-013,ARC-SIGN,ARC-SIGN,,TASK-0403,VT-SIG-013,validation/evidence/VT-SIG-013.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-009,SIG-014,ARC-SIGN,ARC-SIGN,,TASK-0402,VT-SIG-014,validation/evidence/VT-SIG-014.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-009,SIG-015,ARC-SIGN,ARC-SIGN,ADR-024,TASK-0403,VT-SIG-015,validation/evidence/VT-SIG-015.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-009,SIG-016,ARC-SIGN,ARC-SIGN,,TASK-0106,VT-SIG-016,validation/evidence/VT-SIG-016.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-009,SIG-016,ARC-SIGN,ARC-SIGN,,TASK-0401,VT-SIG-016,validation/evidence/VT-SIG-016.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-009,SIG-017,ARC-SIGN,ARC-SIGN,,TASK-0810,VT-SIG-017,validation/evidence/VT-SIG-017.json
STAKE-001;STAKE-005,GOAL-001;GOAL-004,UC-009,SIG-018,ARC-REF,ARC-REF,,TASK-0701,VT-SIG-018,validation/evidence/VT-SIG-018.json
STAKE-001;STAKE-002,GOAL-001,UC-003;UC-004;UC-011,MUT-001,ARC-MUT,IF-MUTATION,ADR-012,TASK-0404,VT-MUT-001,validation/evidence/VT-MUT-001.json
STAKE-001;STAKE-002,GOAL-001,UC-003;UC-004;UC-011,MUT-002,ARC-MUT,ARC-MUT,ADR-012,TASK-0109,VT-MUT-002,validation/evidence/VT-MUT-002.json
STAKE-001;STAKE-002,GOAL-001,UC-003;UC-004;UC-011,MUT-002,ARC-MUT,ARC-MUT,ADR-012,TASK-0407,VT-MUT-002,validation/evidence/VT-MUT-002.json
STAKE-001;STAKE-002,GOAL-001,UC-003;UC-004;UC-011,MUT-003,ARC-MUT,ARC-MUT,ADR-012,TASK-0404,VT-MUT-003,validation/evidence/VT-MUT-003.json
STAKE-001;STAKE-002,GOAL-001,UC-003;UC-004;UC-011,MUT-004,ARC-MUT,ARC-MUT,ADR-012,TASK-0405,VT-MUT-004,validation/evidence/VT-MUT-004.json
STAKE-001;STAKE-002,GOAL-001,UC-003;UC-004;UC-011,MUT-005,ARC-MUT,ARC-MUT,,TASK-0405,VT-MUT-005,validation/evidence/VT-MUT-005.json
STAKE-001;STAKE-002,GOAL-001,UC-003;UC-004;UC-011,MUT-006,ARC-MUT,ARC-MUT,,TASK-0405,VT-MUT-006,validation/evidence/VT-MUT-006.json
STAKE-001;STAKE-002,GOAL-001,UC-003;UC-004;UC-011,MUT-007,ARC-MUT,ARC-MUT,,TASK-0405,VT-MUT-007,validation/evidence/VT-MUT-007.json
STAKE-001;STAKE-002,GOAL-001,UC-003;UC-004;UC-011,MUT-008,ARC-MUT,ARC-MUT,,TASK-0405,VT-MUT-008,validation/evidence/VT-MUT-008.json
STAKE-001;STAKE-002,GOAL-001,UC-003;UC-004;UC-011,MUT-009,ARC-MUT,IF-MUTATION,,TASK-0405,VT-MUT-009,validation/evidence/VT-MUT-009.json
STAKE-001;STAKE-002,GOAL-001,UC-003;UC-004;UC-011,MUT-010,ARC-MUT,ARC-MUT,,TASK-0405,VT-MUT-010,validation/evidence/VT-MUT-010.json
STAKE-001;STAKE-002,GOAL-001,UC-003;UC-004;UC-011,MUT-011,ARC-MUT,ARC-MUT,,TASK-0405,VT-MUT-011,validation/evidence/VT-MUT-011.json
STAKE-001;STAKE-002,GOAL-001,UC-003;UC-004;UC-011,MUT-012,ARC-MUT,ARC-MUT,,TASK-0406,VT-MUT-012,validation/evidence/VT-MUT-012.json
STAKE-001;STAKE-002,GOAL-001,UC-003;UC-004;UC-011,MUT-013,ARC-MUT,ARC-MUT,,TASK-0406,VT-MUT-013,validation/evidence/VT-MUT-013.json
STAKE-001;STAKE-002,GOAL-001,UC-003;UC-004;UC-011,MUT-014,ARC-MUT,ARC-MUT,,TASK-0406,VT-MUT-014,validation/evidence/VT-MUT-014.json
STAKE-001;STAKE-002,GOAL-001,UC-003;UC-004;UC-011,MUT-015,ARC-MUT,ARC-MUT,,TASK-0406,VT-MUT-015,validation/evidence/VT-MUT-015.json
STAKE-001;STAKE-002,GOAL-001,UC-003;UC-004;UC-011,MUT-016,ARC-MUT,ARC-MUT,,TASK-0406,VT-MUT-016,validation/evidence/VT-MUT-016.json
STAKE-001;STAKE-002,GOAL-001,UC-003;UC-004;UC-011,MUT-017,ARC-MUT,ARC-MUT,,TASK-0406,VT-MUT-017,validation/evidence/VT-MUT-017.json
STAKE-001;STAKE-002,GOAL-001,UC-003;UC-004;UC-011,MUT-018,ARC-MUT,ARC-MUT,,TASK-0108,VT-MUT-018,validation/evidence/VT-MUT-018.json
STAKE-001;STAKE-002,GOAL-001,UC-003;UC-004;UC-011,MUT-018,ARC-MUT,ARC-MUT,,TASK-0404,VT-MUT-018,validation/evidence/VT-MUT-018.json
STAKE-001;STAKE-002,GOAL-001,UC-003;UC-004;UC-011,MUT-019,ARC-MUT,ARC-MUT,,TASK-0404,VT-MUT-019,validation/evidence/VT-MUT-019.json
STAKE-001;STAKE-002,GOAL-001,UC-003;UC-004;UC-011,MUT-019,ARC-MUT,ARC-MUT,,TASK-0604,VT-MUT-019,validation/evidence/VT-MUT-019.json
STAKE-001;STAKE-002,GOAL-001,UC-003;UC-004;UC-011,MUT-020,ARC-MUT,ARC-MUT,,TASK-0810,VT-MUT-020,validation/evidence/VT-MUT-020.json
STAKE-001;STAKE-002,GOAL-001,UC-003;UC-004;UC-011,MUT-021,ARC-MUT,ARC-MUT,,TASK-0810,VT-MUT-021,validation/evidence/VT-MUT-021.json
STAKE-001;STAKE-002,GOAL-001,UC-003;UC-004;UC-011,MUT-022,ARC-MUT,ARC-MUT,,TASK-0810,VT-MUT-022,validation/evidence/VT-MUT-022.json
STAKE-001;STAKE-003,GOAL-002,UC-010,OBS-001,ARC-OBS-CMD;ARC-OBS-HTTP,IF-OBSERVER-CMD,ADR-010,TASK-0501,VT-OBS-001,validation/evidence/VT-OBS-001.json
STAKE-001;STAKE-003,GOAL-002,UC-010,OBS-001,ARC-OBS-CMD;ARC-OBS-HTTP,IF-OBSERVER-CMD,ADR-010,TASK-0502,VT-OBS-001,validation/evidence/VT-OBS-001.json
STAKE-001;STAKE-003,GOAL-002,UC-010,OBS-002,ARC-OBS-CMD;ARC-OBS-HTTP,IF-OBSERVER-HTTP,ADR-010,TASK-0502,VT-OBS-002,validation/evidence/VT-OBS-002.json
STAKE-001;STAKE-003,GOAL-002,UC-010,OBS-003,ARC-OBS-CMD;ARC-OBS-HTTP,IF-OBSERVER-HTTP,,TASK-0502,VT-OBS-003,validation/evidence/VT-OBS-003.json
STAKE-001;STAKE-003,GOAL-002,UC-010,OBS-004,ARC-OBS-CMD;ARC-OBS-HTTP,ARC-OBS-CMD;ARC-OBS-HTTP,ADR-010,TASK-0502,VT-OBS-004,validation/evidence/VT-OBS-004.json
STAKE-001;STAKE-003,GOAL-002,UC-010,OBS-005,ARC-OBS-CMD;ARC-OBS-HTTP,ARC-OBS-CMD;ARC-OBS-HTTP,,TASK-0502,VT-OBS-005,validation/evidence/VT-OBS-005.json
STAKE-001;STAKE-003,GOAL-002,UC-010,OBS-006,ARC-OBS-CMD;ARC-OBS-HTTP,ARC-OBS-CMD;ARC-OBS-HTTP,,TASK-0502,VT-OBS-006,validation/evidence/VT-OBS-006.json
STAKE-001;STAKE-003,GOAL-002,UC-010,OBS-007,ARC-OBS-CMD;ARC-OBS-HTTP,ARC-OBS-CMD;ARC-OBS-HTTP,,TASK-0502,VT-OBS-007,validation/evidence/VT-OBS-007.json
STAKE-001;STAKE-003,GOAL-002,UC-010,OBS-008,ARC-OBS-CMD;ARC-OBS-HTTP,ARC-OBS-CMD;ARC-OBS-HTTP,,TASK-0502,VT-OBS-008,validation/evidence/VT-OBS-008.json
